,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source,match
3169,5464373177815127918,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.2544999999999999,,CO,Solvent,0.7455,,,,,,0.562,0.0115,,,,,,,10.1016/j.jct.2009.07.001,ser
3194,3273594394011772714,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.248,,CO,Solvent,0.752,,,,,,,,,,0.8375100000000002,8.000000000000002e-05,,,10.1016/j.jct.2015.02.019,ser
3195,-6951124868904201024,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5121,,CO,Solvent,0.4879,,,,,,,,,,0.8627500000000002,9.000000000000002e-05,,,10.1016/j.jct.2015.02.019,ser
3196,-4053075721831601370,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7472,,CO,Solvent,0.2528,,,,,,,,,,0.8756700000000002,0.00011,,,10.1016/j.jct.2015.02.019,ser
3197,6243931784769221749,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.264,,CO,Solvent,0.736,,,,,,0.736,0.008,,,,,,,10.1016/j.jct.2015.02.019,ser
3198,-4986856088934434985,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5081,,CO,Solvent,0.4919,,,,,,1.091,0.0115,,,,,,,10.1016/j.jct.2015.02.019,ser
3199,1538945392538720056,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7931,,CO,Solvent,0.2068999999999999,,,,,,0.812,0.009,,,,,,,10.1016/j.jct.2015.02.019,ser
3200,-5450984844629015557,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,,,,,,,,,0.8088000000000002,9.000000000000002e-05,,,10.1016/j.jct.2015.02.019,ser
3201,-7648017318434727708,298.15,100.0,Liquid,2,CO,Solvent,0.5054000000000001,,COC=O,Solvent,0.4946,,,,,,,,,,0.8956100000000002,7.500000000000002e-05,,,10.1016/j.jct.2015.02.019,ser
3202,-1060532783565847665,298.15,100.0,Liquid,2,CO,Solvent,0.2729,,COC=O,Solvent,0.7271,,,,,,,,,,0.9321000000000004,8.000000000000002e-05,,,10.1016/j.jct.2015.02.019,ser
3203,154256409305925133,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,,,,,0.311,0.0035,,,,,,,10.1016/j.jct.2015.02.019,ser
3204,8526995703898238290,298.15,100.0,Liquid,2,CO,Solvent,0.4872999999999999,,COC=O,Solvent,0.5127,,,,,,1.179,0.0125,,,,,,,10.1016/j.jct.2015.02.019,ser
3205,9052660615101215462,298.15,100.0,Liquid,2,CO,Solvent,0.2822,,COC=O,Solvent,0.7178,,,,,,1.105,0.012,,,,,,,10.1016/j.jct.2015.02.019,ser
3496,-2710717685921415701,298.0,101.0,Liquid,2,CCCCOC(C)(C)C,Solvent,0.2448,,CO,Solvent,0.7552,,,,,,,,,,0.7738300000000002,0.0001,,,10.1016/j.tca.2005.04.030,ser
3497,552262964166716665,298.0,101.0,Liquid,2,CCCCOC(C)(C)C,Solvent,0.5003,,CO,Solvent,0.4997,,,,,,,,,,0.7670500000000001,9.000000000000002e-05,,,10.1016/j.tca.2005.04.030,ser
3498,7549803961213080400,298.0,101.0,Liquid,2,CCCCOC(C)(C)C,Solvent,0.721,,CO,Solvent,0.279,,,,,,,,,,0.7629900000000002,7.500000000000002e-05,,,10.1016/j.tca.2005.04.030,ser
3615,-2869231827606359247,298.15,101.0,Liquid,2,CO,Solvent,0.6991,,COC(C)=O,Solvent,0.3009,,,,,,,,,,0.8517800000000002,6.0000000000000015e-05,,,10.1016/j.jct.2009.06.007,ser
3616,6326120067838451507,298.15,101.0,Liquid,2,CO,Solvent,0.5057,,COC(C)=O,Solvent,0.4943,,,,,,,,,,0.8800200000000001,5.5000000000000016e-05,,,10.1016/j.jct.2009.06.007,ser
3617,-1935595077553193373,298.15,101.0,Liquid,2,CO,Solvent,0.2306,,COC(C)=O,Solvent,0.7694,,,,,,,,,,0.9091900000000004,4.500000000000001e-05,,,10.1016/j.jct.2009.06.007,ser
3843,7432786350623969781,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.749,,CO,Solvent,0.251,,,,,,,,,,0.7298400000000002,0.000125,,,10.1016/j.fluid.2014.09.014,ser
3844,8613528080750070988,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.5475,,CO,Solvent,0.4525,,,,,,,,,,0.7391900000000002,0.000115,,,10.1016/j.fluid.2014.09.014,ser
3845,-5900539451196315202,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2496,,CO,Solvent,0.7504,,,,,,,,,,0.7581100000000002,0.00011,,,10.1016/j.fluid.2014.09.014,ser
3864,5656266071050409438,298.15,100.0,Liquid,2,CO,Solvent,0.2089,,NC1CCCCC1,Solvent,0.7911,,,,,,,,,,0.8648480000000002,0.0010415,,,10.1016/j.tca.2016.03.002,ser
3865,-8145398412452718336,298.15,100.0,Liquid,2,CO,Solvent,0.493,,NC1CCCCC1,Solvent,0.507,,,,,,,,,,0.8626050000000002,0.0010375,,,10.1016/j.tca.2016.03.002,ser
3866,4238865308357977329,298.15,100.0,Liquid,2,CO,Solvent,0.798,,NC1CCCCC1,Solvent,0.2019999999999999,,,,,,,,,,0.8365130000000003,0.001014,,,10.1016/j.tca.2016.03.002,ser
3867,7052559531045734827,298.15,101.0,Liquid,2,CCOC(C)=O,Solvent,0.2535,,CO,Solvent,0.7464999999999999,,,,,,,,,,0.8365000000000002,0.0003,,,10.1021/je100614r,ser
3868,-3580191135804027245,298.15,101.0,Liquid,2,CCOC(C)=O,Solvent,0.4983,,CO,Solvent,0.5017,,,,,,,,,,0.8641000000000002,0.00025,,,10.1021/je100614r,ser
3869,-6977742030732786203,298.15,101.0,Liquid,2,CCOC(C)=O,Solvent,0.75,,CO,Solvent,0.25,,,,,,,,,,0.8823000000000002,0.0002,,,10.1021/je100614r,ser
3945,8396582789633682966,303.15,101.0,Liquid,2,CO,Solvent,0.724,,CS(C)=O,Solvent,0.276,,,,,,-0.298,0.002,,,,,,,10.1016/j.tca.2006.10.025,ser
3946,-4074590004345251044,303.15,101.0,Liquid,2,CO,Solvent,0.4664,,CS(C)=O,Solvent,0.5336,,,,,,-0.433,0.003,,,,,,,10.1016/j.tca.2006.10.025,ser
3947,-2074995029878045555,303.15,101.0,Liquid,2,CO,Solvent,0.2256,,CS(C)=O,Solvent,0.7744,,,,,,-0.317,0.002,,,,,,,10.1016/j.tca.2006.10.025,ser
3948,2160335416921286865,303.15,101.0,Liquid,2,CO,Solvent,0.7996,,CS(C)=O,Solvent,0.2004,,,,,,,,,,0.8860000000000002,0.00115,,,10.1016/j.jct.2006.10.016,ser
3949,7751634945385165113,303.15,101.0,Liquid,2,CO,Solvent,0.5004,,CS(C)=O,Solvent,0.4996,,,,,,,,,,0.9884000000000002,0.0013,,,10.1016/j.jct.2006.10.016,ser
3950,6719686705342051689,303.15,101.0,Liquid,2,CO,Solvent,0.1988999999999999,,CS(C)=O,Solvent,0.8011,,,,,,,,,,1.0555000000000003,0.0014,,,10.1016/j.jct.2006.10.016,ser
3987,-2950503477342897799,298.15,101.0,Liquid,2,CO,Solvent,0.6595264695287754,,OCCO,Solvent,0.3404735304712246,,,,,,,,,,0.9338000000000002,0.003,,,10.1016/j.fluid.2009.03.002,ser
3988,6691514565048710363,298.15,101.0,Liquid,2,CO,Solvent,0.3923540989797748,,OCCO,Solvent,0.6076459010202252,,,,,,,,,,1.0196000000000005,0.003,,,10.1016/j.fluid.2009.03.002,ser
3989,7768153457498661131,298.15,101.3,Liquid,2,CO,Solvent,0.7626,,OCCO,Solvent,0.2374,,,,,,0.10027,0.001,,,,,,,10.1021/je030207i,ser
3990,662167990192248581,298.15,101.3,Liquid,2,CO,Solvent,0.4788,,OCCO,Solvent,0.5212,,,,,,0.11785,0.00109,,,,,,,10.1021/je030207i,ser
3991,8728436344507098679,298.15,101.3,Liquid,2,CO,Solvent,0.2563999999999999,,OCCO,Solvent,0.7436,,,,,,0.08238,0.00091,,,,,,,10.1021/je030207i,ser
4055,771410381361208271,298.15,101.0,Liquid,2,CN1CCN(C)C1=O,Solvent,0.19988,,CO,Solvent,0.8001199999999999,,,,,,,,,,0.9005600000000001,0.000145,,,10.1016/j.jct.2006.09.017,ser
4056,4790782677101990349,298.15,101.0,Liquid,2,CN1CCN(C)C1=O,Solvent,0.49847,,CO,Solvent,0.50153,,,,,,,,,,0.9870900000000002,9.000000000000002e-05,,,10.1016/j.jct.2006.09.017,ser
4057,5963768774424976445,298.15,101.0,Liquid,2,CN1CCN(C)C1=O,Solvent,0.70011,,CO,Solvent,0.29989,,,,,,,,,,1.0200400000000005,8.000000000000002e-05,,,10.1016/j.jct.2006.09.017,ser
4344,-7735336052539017543,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.2399,,CO,Solvent,0.7601,,,,,,,,,,0.7770200000000002,0.00012,,,10.1016/j.tca.2011.05.006,ser
4345,-243642243578570089,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.4444,,CO,Solvent,0.5556,,,,,,,,,,0.7617600000000002,0.00012,,,10.1016/j.tca.2011.05.006,ser
4346,-5988010539570532802,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.7388,,CO,Solvent,0.2612,,,,,,,,,,0.7366200000000002,0.00012,,,10.1016/j.tca.2011.05.006,ser
4362,-2217526778841972380,298.15,101.325,Liquid,2,CN1CCNCC1,Solvent,0.8001,,CO,Solvent,0.1999,,,,,,,,,,0.8980800000000002,0.000185,,,10.1016/j.fluid.2005.05.012,ser
4363,-1506280986331712460,298.15,101.325,Liquid,2,CN1CCNCC1,Solvent,0.5009,,CO,Solvent,0.4991,,,,,,,,,,0.8891300000000002,0.000195,,,10.1016/j.fluid.2005.05.012,ser
4364,-5054170220678007988,298.15,101.325,Liquid,2,CN1CCNCC1,Solvent,0.2002,,CO,Solvent,0.7998,,,,,,,,,,0.8569600000000003,0.00023,,,10.1016/j.fluid.2005.05.012,ser
4503,-2985783337649207321,298.15,101.32,Liquid,2,CCI,Solvent,0.74,,CO,Solvent,0.26,,,,,,,,,,1.7436000000000005,0.0004,,,10.1016/j.jct.2005.05.004,ser
4504,-1647199767410719412,298.15,101.32,Liquid,2,CCI,Solvent,0.5045999999999999,,CO,Solvent,0.4954,,,,,,,,,,1.5375000000000003,0.0004,,,10.1016/j.jct.2005.05.004,ser
4505,8508343645379853237,298.15,101.32,Liquid,2,CCI,Solvent,0.2010999999999999,,CO,Solvent,0.7989,,,,,,,,,,1.1568000000000005,0.0005,,,10.1016/j.jct.2005.05.004,ser
4512,-3115891871813456131,298.15,101.32,Liquid,2,CO,Solvent,0.8009999999999999,,Cc1ccccc1,Solvent,0.199,,,,,,,,,,0.8181000000000003,0.0002,,,10.1016/j.jct.2005.05.004,ser
4513,3125955268674230755,298.15,101.32,Liquid,2,CO,Solvent,0.4976,,Cc1ccccc1,Solvent,0.5024,,,,,,,,,,0.8424000000000001,0.0002,,,10.1016/j.jct.2005.05.004,ser
4514,5935302004113866125,298.15,101.32,Liquid,2,CO,Solvent,0.2236,,Cc1ccccc1,Solvent,0.7764,,,,,,,,,,0.8548000000000001,0.0002,,,10.1016/j.jct.2005.05.004,ser
4518,-4254961827884702922,298.15,101.0,Liquid,2,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.2825,,CO,Solvent,0.7175,,,,,,-0.18107,0.00843,,,,,,,10.1016/j.jct.2006.08.001,ser
4519,2703613968981502471,298.15,101.0,Liquid,2,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.457,,CO,Solvent,0.5429999999999999,,,,,,-0.26864,0.01106,,,,,,,10.1016/j.jct.2006.08.001,ser
4520,-2596845440536688428,298.15,101.0,Liquid,2,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.7388,,CO,Solvent,0.2612,,,,,,-0.25605,0.01068,,,,,,,10.1016/j.jct.2006.08.001,ser
4590,-5672484543769147808,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.1996,,CO,Solvent,0.8004,,,,,,,,,,0.8173600000000002,0.000115,,,10.1016/j.jct.2019.105884,ser
4591,-5132452665711467258,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.499,,CO,Solvent,0.501,,,,,,,,,,0.8414100000000002,0.00011,,,10.1016/j.jct.2019.105884,ser
4592,2504892874828786302,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.703,,CO,Solvent,0.297,,,,,,,,,,0.8501200000000002,0.00011,,,10.1016/j.jct.2019.105884,ser
4593,8650613068529549368,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.289,,CO,Solvent,0.7110000000000001,,,,,,0.488,0.0035,,,,,,,10.1016/j.jct.2019.105884,ser
4594,-5820637183922019567,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.48,,CO,Solvent,0.52,,,,,,0.671,0.0045,,,,,,,10.1016/j.jct.2019.105884,ser
4595,8871679866034288164,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.771,,CO,Solvent,0.2289999999999999,,,,,,0.632,0.0045,,,,,,,10.1016/j.jct.2019.105884,ser
4768,-6988018683883890962,298.15,101.0,Liquid,2,CCC#N,Solvent,0.7662,,CO,Solvent,0.2338,,,,,,,,,,0.7784000000000002,0.0002,,,10.1016/j.jct.2005.05.007,ser
4769,-7577565220975763527,298.15,101.0,Liquid,2,CCC#N,Solvent,0.5121,,CO,Solvent,0.4879,,,,,,,,,,0.7810000000000001,0.0002,,,10.1016/j.jct.2005.05.007,ser
4770,-1688189875405668529,298.15,101.0,Liquid,2,CCC#N,Solvent,0.237,,CO,Solvent,0.763,,,,,,,,,,0.7844000000000002,0.0002,,,10.1016/j.jct.2005.05.007,ser
4879,1358635164279949942,298.15,101.325,Liquid,2,CO,Solvent,0.7296,,O=Cc1ccccc1,Solvent,0.2704,,,,,,0.83,0.0037,,,,,,,10.1016/j.jct.2011.05.014,ser
4880,-7325063989564124493,298.15,101.325,Liquid,2,CO,Solvent,0.4594,,O=Cc1ccccc1,Solvent,0.5406,,,,,,0.978,0.0042,,,,,,,10.1016/j.jct.2011.05.014,ser
4881,2188456807500497687,298.15,101.325,Liquid,2,CO,Solvent,0.2655999999999999,,O=Cc1ccccc1,Solvent,0.7344,,,,,,0.7642,0.0035,,,,,,,10.1016/j.jct.2011.05.014,ser
4978,5962349750603677277,298.15,101.0,Liquid,2,CO,Solvent,0.299,,COC(C)(C)CC(C)(C)C,Solvent,0.7010000000000001,,,,,,0.526,0.013,,,,,,,10.1016/j.jct.2015.08.011,ser
4979,-1826205351052431975,298.15,101.0,Liquid,2,CO,Solvent,0.489,,COC(C)(C)CC(C)(C)C,Solvent,0.511,,,,,,0.518,0.0125,,,,,,,10.1016/j.jct.2015.08.011,ser
4980,-9196289028775993658,298.15,101.0,Liquid,2,CO,Solvent,0.794,,COC(C)(C)CC(C)(C)C,Solvent,0.2059999999999999,,,,,,0.308,0.008,,,,,,,10.1016/j.jct.2015.08.011,ser
5065,-8631610422384304988,298.15,101.0,Liquid,2,CO,Solvent,0.2003,,COc1ccccc1,Solvent,0.7997,,,,,,,,,,0.9726300000000002,2.5000000000000008e-05,,,10.1016/j.fluid.2014.07.004,ser
5066,6297838715213511852,298.15,101.0,Liquid,2,CO,Solvent,0.4997,,COc1ccccc1,Solvent,0.5003,,,,,,,,,,0.9366700000000002,5.0000000000000016e-05,,,10.1016/j.fluid.2014.07.004,ser
5067,3166064711531794513,298.15,101.0,Liquid,2,CO,Solvent,0.7001,,COc1ccccc1,Solvent,0.2999,,,,,,,,,,0.8981900000000003,5.0000000000000016e-05,,,10.1016/j.fluid.2014.07.004,ser
5143,-2840302632148098623,298.15,101.0,Liquid,2,C=C(C)CC(C)(C)C,Solvent,0.6990000000000001,,CO,Solvent,0.301,,,,,,0.577,0.014,,,,,,,10.1016/j.jct.2015.01.013,ser
5144,-2048796076257688239,298.15,101.0,Liquid,2,C=C(C)CC(C)(C)C,Solvent,0.502,,CO,Solvent,0.498,,,,,,0.584,0.014,,,,,,,10.1016/j.jct.2015.01.013,ser
5145,5532130543150177569,298.15,101.0,Liquid,2,C=C(C)CC(C)(C)C,Solvent,0.2019999999999999,,CO,Solvent,0.798,,,,,,0.428,0.0105,,,,,,,10.1016/j.jct.2015.01.013,ser
5232,1450010121709459989,298.15,101.0,Liquid,2,CO,Solvent,0.70295,,OCC(F)(F)F,Solvent,0.29705,,,,,,-0.7644,0.0034,,,,,,,10.1016/j.tca.2007.04.012,ser
5233,-3643348754991629887,298.15,101.0,Liquid,2,CO,Solvent,0.5028900000000001,,OCC(F)(F)F,Solvent,0.49711,,,,,,-0.8516,0.00375,,,,,,,10.1016/j.tca.2007.04.012,ser
5234,-8004739314642165102,298.15,101.0,Liquid,2,CO,Solvent,0.29015,,OCC(F)(F)F,Solvent,0.70985,,,,,,-0.6762,0.00305,,,,,,,10.1016/j.tca.2007.04.012,ser
5235,-4430701689466519826,298.15,101.0,Liquid,2,CO,Solvent,0.81378,,OCC(F)(F)F,Solvent,0.18622,,,,,,,,,,0.9494200000000002,8.000000000000002e-05,,,10.1016/j.tca.2007.04.012,ser
5236,8023641759862130984,298.15,101.0,Liquid,2,CO,Solvent,0.51922,,OCC(F)(F)F,Solvent,0.48078,,,,,,,,,,1.1449100000000003,0.00015,,,10.1016/j.tca.2007.04.012,ser
5237,-7625780353834476033,298.15,101.0,Liquid,2,CO,Solvent,0.30945,,OCC(F)(F)F,Solvent,0.69055,,,,,,,,,,1.2537400000000003,0.00011,,,10.1016/j.tca.2007.04.012,ser
5277,-4084225271901693476,298.15,101.0,Liquid,2,CO,Solvent,0.74,,COC(C)(C)C,Solvent,0.26,,,,,,,,,,0.7670800000000002,0.000115,,,10.1016/j.jct.2011.02.018,ser
5278,5627597915932536795,298.15,101.0,Liquid,2,CO,Solvent,0.4996,,COC(C)(C)C,Solvent,0.5004,,,,,,,,,,0.7544200000000001,0.00012,,,10.1016/j.jct.2011.02.018,ser
5279,5497467283996581422,298.15,101.0,Liquid,2,CO,Solvent,0.2551,,COC(C)(C)C,Solvent,0.7449,,,,,,,,,,0.7446000000000002,0.00012,,,10.1016/j.jct.2011.02.018,ser
5343,-6664802997643117063,298.15,101.0,Liquid,2,CC#N,Solvent,0.5041,,CO,Solvent,0.4959,,,,,,,,,,0.7834270000000002,0.000505,,,10.1016/j.jct.2014.02.021,ser
5344,3239433151933770256,298.15,101.0,Liquid,2,CC#N,Solvent,0.2008,,CO,Solvent,0.7992,,,,,,,,,,0.7866470000000002,0.000508,,,10.1016/j.jct.2014.02.021,ser
5345,-4476872184078315408,298.15,101.0,Liquid,2,CC#N,Solvent,0.7992,,CO,Solvent,0.2007999999999999,,,,,,,,,,0.7792480000000003,0.0005035,,,10.1016/j.jct.2014.02.021,ser
5346,-5781953016784896749,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.2004,,CO,Solvent,0.7996,,,,,,,,,,0.8430000000000002,0.000508,,,10.1016/j.jct.2014.02.021,ser
5347,2726080143375514177,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.7,,CO,Solvent,0.3,,,,,,,,,,0.9195800000000004,0.000135,,,10.1021/je700430g,ser
5348,-4570020847933962957,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.5,,CO,Solvent,0.5,,,,,,,,,,0.8964000000000002,0.000155,,,10.1021/je700430g,ser
5750,-608277451154886356,298.15,101.325,Liquid,2,CO,Solvent,0.7499,,NCCO,Solvent,0.2501,,,,,,,,,,0.8766200000000002,9.000000000000002e-05,,,10.1016/j.tca.2004.11.015,ser
5751,7757525790928332988,298.15,101.325,Liquid,2,CO,Solvent,0.4998,,NCCO,Solvent,0.5002,,,,,,,,,,0.9376600000000002,0.00014,,,10.1016/j.tca.2004.11.015,ser
5752,-837949192591973849,298.15,101.325,Liquid,2,CO,Solvent,0.2521,,NCCO,Solvent,0.7479,,,,,,,,,,0.9803200000000004,0.00019,,,10.1016/j.tca.2004.11.015,ser
5926,731156717367409013,298.15,101.3,Liquid,2,CC(=O)CC(C)C,Solvent,0.2495,,CO,Solvent,0.7505,,,,,,0.5279,0.01255,,,,,,,10.1016/j.tca.2004.09.012,ser
5927,-1489698021558512982,298.15,101.3,Liquid,2,CC(=O)CC(C)C,Solvent,0.5037,,CO,Solvent,0.4962999999999999,,,,,,0.875,0.0195,,,,,,,10.1016/j.tca.2004.09.012,ser
5928,-2065453238733526734,298.15,101.3,Liquid,2,CC(=O)CC(C)C,Solvent,0.707,,CO,Solvent,0.293,,,,,,0.8161,0.0183,,,,,,,10.1016/j.tca.2004.09.012,ser
5971,5301228838598910703,298.15,101.0,Liquid,2,CO,Solvent,0.6998,,COC(=O)Oc1ccccc1,Solvent,0.3002,,,,,,,,,,1.0009200000000005,4.500000000000001e-05,,,10.1016/j.fluid.2013.09.030,ser
5972,-2464567937782076340,298.15,101.0,Liquid,2,CO,Solvent,0.5,,COC(=O)Oc1ccccc1,Solvent,0.5,,,,,,,,,,1.0644900000000002,4.500000000000001e-05,,,10.1016/j.fluid.2013.09.030,ser
5973,1999556381586850180,298.15,101.0,Liquid,2,CO,Solvent,0.2992,,COC(=O)Oc1ccccc1,Solvent,0.7008,,,,,,,,,,1.1052800000000005,5.5000000000000016e-05,,,10.1016/j.fluid.2013.09.030,ser
6069,7374546595737479410,298.15,101.0,Liquid,2,CO,Solvent,0.7,,O=C(O)C1CC1,Solvent,0.3,,,,,,,,,,0.9351600000000002,0.00014,,,10.1021/je800930v,ser
6070,-7895031179887805006,298.15,101.0,Liquid,2,CO,Solvent,0.5005999999999999,,O=C(O)C1CC1,Solvent,0.4994,,,,,,,,,,0.9962100000000004,0.0001,,,10.1021/je800930v,ser
6071,5956081049619351256,298.15,101.0,Liquid,2,CO,Solvent,0.1998999999999999,,O=C(O)C1CC1,Solvent,0.8001,,,,,,,,,,1.0561700000000005,0.000135,,,10.1021/je800930v,ser
6152,7030934299488143955,298.15,101.0,Liquid,2,CCO,Solvent,0.6749,,CO,Solvent,0.3251,,,,,,,,,,0.7854400000000002,0.00012,,,10.1021/je700300y,thr
6153,-2155683349926293164,298.15,101.0,Liquid,2,CCO,Solvent,0.4407999999999999,,CO,Solvent,0.5592,,,,,,,,,,0.7857000000000003,0.00012,,,10.1021/je700300y,thr
6154,556858780524065979,298.15,101.0,Liquid,2,CCO,Solvent,0.2818,,CO,Solvent,0.7182,,,,,,,,,,0.7859500000000003,0.00012,,,10.1021/je700300y,thr
6173,4115581461921459664,298.15,101.3,Liquid,2,CCOC(=O)OCC,Solvent,0.749,,CO,Solvent,0.251,,,,,,,,,,0.9507000000000004,0.00014,,,10.1021/je049544x,ser
6174,4183230958181346815,298.15,101.3,Liquid,2,CCOC(=O)OCC,Solvent,0.51,,CO,Solvent,0.49,,,,,,,,,,0.9251600000000002,0.00017,,,10.1021/je049544x,ser
6175,-7064206051350001259,298.15,101.3,Liquid,2,CCOC(=O)OCC,Solvent,0.25,,CO,Solvent,0.75,,,,,,,,,,0.8785400000000002,0.00021,,,10.1021/je049544x,ser
6182,-2535613007765655508,308.15,101.0,Liquid,2,CO,Solvent,0.7001999999999999,,Cc1cccc(O)c1,Solvent,0.2998,,,,,,,,,,0.9141100000000002,0.0003,,,10.1021/je0504156,ser
6183,-4977012222582834276,308.15,101.0,Liquid,2,CO,Solvent,0.5002,,Cc1cccc(O)c1,Solvent,0.4998,,,,,,,,,,0.9609700000000002,0.00026,,,10.1021/je0504156,ser
6184,1908244108194011140,308.15,101.0,Liquid,2,CO,Solvent,0.2000999999999999,,Cc1cccc(O)c1,Solvent,0.7999,,,,,,,,,,1.0029900000000005,0.00026,,,10.1021/je0504156,ser
6254,-777480254491460565,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2016,,CO,Solvent,0.7984,,,,,,,,,,0.8627100000000002,0.00019,,,10.1021/je0342825,asp
6255,-6072846040177789782,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.4992,,CO,Solvent,0.5008,,,,,,,,,,0.9511600000000002,0.00019,,,10.1021/je0342825,asp
6256,-7757977600737693061,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7969,,CO,Solvent,0.2030999999999999,,,,,,,,,,1.0147200000000005,0.00023,,,10.1021/je0342825,asp
6272,-2265711796671071702,303.15,101.0,Liquid,2,CO,Solvent,0.305,,O=CO,Solvent,0.6950000000000001,,,,,,-0.0779,0.0017,,,,,,,10.1021/je800568m,ser
6273,5062912821048980609,303.15,101.0,Liquid,2,CO,Solvent,0.475,,O=CO,Solvent,0.525,,,,,,-0.1009,0.00215,,,,,,,10.1021/je800568m,ser
6274,7527733111164546353,303.15,101.0,Liquid,2,CO,Solvent,0.745,,O=CO,Solvent,0.255,,,,,,-0.0762,0.00165,,,,,,,10.1021/je800568m,ser
6351,-3723692260640876194,293.15,101.0,Liquid,2,CO,Solvent,0.1999,,NCCOCCO,Solvent,0.8001,,,,,,,,,,1.0378730000000005,0.000335,,,10.1021/je3013205,ser
6352,2071750128985647317,293.15,101.0,Liquid,2,CO,Solvent,0.5,,NCCOCCO,Solvent,0.5,,,,,,,,,,0.9938980000000004,0.00017,,,10.1021/je3013205,ser
6353,4280049339594470688,293.15,101.0,Liquid,2,CO,Solvent,0.6999,,NCCOCCO,Solvent,0.3001,,,,,,,,,,0.9450320000000004,0.0001065,,,10.1021/je3013205,ser
6411,5193488313621512399,298.15,101.0,Liquid,2,CO,Solvent,0.7272000000000001,,OCc1ccccc1,Solvent,0.2728,,,,,,-0.0792,0.001,,,,,,,10.1021/je100095p,ser
6412,2798240665787748014,298.15,101.0,Liquid,2,CO,Solvent,0.5005,,OCc1ccccc1,Solvent,0.4995,,,,,,-0.1408,0.00165,,,,,,,10.1021/je100095p,ser
6413,-3531792971910834242,298.15,101.0,Liquid,2,CO,Solvent,0.2002,,OCc1ccccc1,Solvent,0.7998,,,,,,-0.1081,0.0013,,,,,,,10.1021/je100095p,ser
6477,-4253177540450537224,303.15,101.325,Liquid,2,CCCC(=O)OCC,Solvent,0.3,,CO,Solvent,0.7,,,,,,,,,,0.8326100000000002,0.000105,,,10.1021/je0301500,ser
6478,2159417969768000099,303.15,101.325,Liquid,2,CCCC(=O)OCC,Solvent,0.4995,,CO,Solvent,0.5005,,,,,,,,,,0.8483000000000002,0.000135,,,10.1021/je0301500,ser
6479,5068815340383535922,303.15,101.325,Liquid,2,CCCC(=O)OCC,Solvent,0.7495,,CO,Solvent,0.2504999999999999,,,,,,,,,,0.8604300000000001,0.00018,,,10.1021/je0301500,ser
6530,-6359410128377362230,298.15,100.0,Liquid,2,CCC(=O)OCCN1CCNCC1,Solvent,0.0877121183256754,,CO,Solvent,0.9122878816743244,,,,,,,,,,0.9783000000000002,5.5000000000000016e-05,,,10.1021/je500380x,ser
6951,-2156403143052289249,297.8,101.0,Liquid,2,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.5219818447903375,,CO,Solvent,0.4780181552096625,,,,,,,,,,1.3570000000000004,0.00065,,,10.1021/je1011828,ser
